date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:53	5525/5525	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2015%20Nov%202025%2018:06:44%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_5lyEgtuYzFbknt789sXbvgY6WOEBhn68zCRaGR5wIJc.8d3xL--rf5a0o_8A0S6rVJCrFa6E7nRzU6j7cfZPuxM.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_5lyEgtuYzFbknt789sXbvgY6WOEBhn68zCRaGR5wIJc.8d3xL--rf5a0o_8A0S6rVJCrFa6E7nRzU6j7cfZPuxMfe04.js	(from https://social.jynarque.com/)
11:32:54	2122/2122	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2015%20Nov%202025%2018:06:44%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_1woVuTYaOTc9db19BvtYERQ-r3zrWbaX8Iy9t_Z2qoM.gP-gaUHbeZGhVcsujGVPCx0y7r7ZSd9v-MxTyWA2_fg.js?v=4.3.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_1woVuTYaOTc9db19BvtYERQ-r3zrWbaX8Iy9t_Z2qoM.gP-gaUHbeZGhVcsujGVPCx0y7r7ZSd9v-MxTyWA2_fge0a5.js	(from https://social.jynarque.com/)
11:32:54	14/14	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Nov%202025%2006:02:54%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_mjv4qhOv2_1-EQeYpZwvWqHcMokP3Cu36uHh9tRNXFY.PJR8hZ85ozo2MfHn6GZCmLFzDgfJa1R3Hz4yVX856F4.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_mjv4qhOv2_1-EQeYpZwvWqHcMokP3Cu36uHh9tRNXFY.PJR8hZ85ozo2MfHn6GZCmLFzDgfJa1R3Hz4yVX856F4fe04.js	(from https://social.jynarque.com/)
11:32:54	4562/4562	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2015%20Nov%202025%2018:06:44%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_ezwJb8QjKN82W11Y2widYXtFt5DfOo-fgZxIg_9sAik.bMVFDvQRymKffHizjH_L6XhwMMD0RuXOpu79mmtm5Cg.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_ezwJb8QjKN82W11Y2widYXtFt5DfOo-fgZxIg_9sAik.bMVFDvQRymKffHizjH_L6XhwMMD0RuXOpu79mmtm5Cgfe04.js	(from https://social.jynarque.com/)
11:32:54	8700/8700	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2015%20Nov%202025%2018:06:44%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_G8podNJjOsxKvo_RVe4-f79_ME43boCp5OhhwF87kOc.1mzVavow0lfY1eK6ag5Vl40HEvO4cyYFD4bHAh-yVsM.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_G8podNJjOsxKvo_RVe4-f79_ME43boCp5OhhwF87kOc.1mzVavow0lfY1eK6ag5Vl40HEvO4cyYFD4bHAh-yVsMfe04.js	(from https://social.jynarque.com/)
11:32:55	14/14	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Nov%202025%2006:02:55%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_RpLV1j1SEgkAOBNxIxvzKXRlefOlhPa03lpGt46bJEg.1f_I0ngNiGTxMn9d59KuM614Eo9evoYYC2iW5Um_seY.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_RpLV1j1SEgkAOBNxIxvzKXRlefOlhPa03lpGt46bJEg.1f_I0ngNiGTxMn9d59KuM614Eo9evoYYC2iW5Um_seYfe04.js	(from https://social.jynarque.com/)
11:32:55	834/834	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2015%20Nov%202025%2018:06:44%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_mFzUkjUxStqgHC8aG7xRbdL6fE1PCi6EiNgqsEIWhqc.jU4iwAIbEsNQKWVGzMn3mgtXHHZmuaCxAExoq_eNTuw.js?t5hzhw	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_mFzUkjUxStqgHC8aG7xRbdL6fE1PCi6EiNgqsEIWhqc.jU4iwAIbEsNQKWVGzMn3mgtXHHZmuaCxAExoq_eNTuw703c.js	(from https://social.jynarque.com/)
11:32:56	14/14	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Nov%202025%2006:02:56%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_URinkqADtqqqo2C1py6wc2xoL14YKyW-AchTQspd3K4.cJrZayueRRLuhTV0Ziy4qDtuc8bRjnLtZs7QDdKOBMQ.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_URinkqADtqqqo2C1py6wc2xoL14YKyW-AchTQspd3K4.cJrZayueRRLuhTV0Ziy4qDtuc8bRjnLtZs7QDdKOBMQfe04.js	(from https://social.jynarque.com/)
11:32:57	3414/3414	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2015%20Nov%202025%2018:06:45%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_zW_JM6MsU2Be_ie3OvP9IQkw4OdJkH3kA8XD6_0C6v8.mq8aZ2BHW1_sdjC9wb36miHNtMQw8STREooBB6O8YvA.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_zW_JM6MsU2Be_ie3OvP9IQkw4OdJkH3kA8XD6_0C6v8.mq8aZ2BHW1_sdjC9wb36miHNtMQw8STREooBB6O8YvAfe04.js	(from https://social.jynarque.com/)
11:32:57	14/14	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Nov%202025%2006:02:57%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_uWBW_416M4i6ruhbDjjoRa2inA5p-q-yWiBkZec7viw.jWgm303O-N7q8RRBu0874NcyeAuWf_5MAoUIo0d6CuA.js?v=10.5.0	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/files/js/optimized/js_uWBW_416M4i6ruhbDjjoRa2inA5p-q-yWiBkZec7viw.jWgm303O-N7q8RRBu0874NcyeAuWf_5MAoUIo0d6CuAfe04.js	(from https://social.jynarque.com/)
11:33:04	13839/13839	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Nov%202025%2006:02:58%20GMT	https://social.jynarque.com/t	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/t	(from http://assets.adobedtm.com/3f0d2e2dbd42/313fd7baa8af/launch-bacdce8b01b7.min.js)
11:33:05	333763/333763	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2019%20Nov%202025%2006:03:05%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/connect.facebook.net/en_US/fbevents.js	(from http://assets.adobedtm.com/3f0d2e2dbd42/313fd7baa8af/launch-bacdce8b01b7.min.js)
11:33:05	1275/1275	---M--	200	added ('OK')	image/gif	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://social.jynarque.com/core/misc/throbber-active.gif	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/core/misc/throbber-active.gif	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_yIJuzHvo1e460jlmqttlj52OMZk0ZV7QmKCy-1vP5ZI.pnuu97nSk76346TkTJ0K2wkLmlg8ygpQnrBOjWvYZnc.css?t5hzhw)
11:33:06	2112/2112	---M--	200	added ('OK')	image/gif	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://social.jynarque.com/core/misc/loading-small.gif	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/core/misc/loading-small.gif	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_yIJuzHvo1e460jlmqttlj52OMZk0ZV7QmKCy-1vP5ZI.pnuu97nSk76346TkTJ0K2wkLmlg8ygpQnrBOjWvYZnc.css?t5hzhw)
11:33:07	679/679	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://social.jynarque.com/core/misc/icons/e32700/error.svg	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/core/misc/icons/e32700/error.svg	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_41w6dBZ448pJSogyLgoToui9MDm8KnZHhhxIUFUonds.5Ek1TZCzTac_IlCs3l5M3im9vmnXtLN37Z3QRiCWkq4.css?t5hzhw)
11:33:08	412/412	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://social.jynarque.com/core/misc/icons/e29700/warning.svg	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/core/misc/icons/e29700/warning.svg	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_41w6dBZ448pJSogyLgoToui9MDm8KnZHhhxIUFUonds.5Ek1TZCzTac_IlCs3l5M3im9vmnXtLN37Z3QRiCWkq4.css?t5hzhw)
11:33:09	334/334	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://social.jynarque.com/core/misc/icons/73b355/check.svg	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/core/misc/icons/73b355/check.svg	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_41w6dBZ448pJSogyLgoToui9MDm8KnZHhhxIUFUonds.5Ek1TZCzTac_IlCs3l5M3im9vmnXtLN37Z3QRiCWkq4.css?t5hzhw)
11:33:09	220/220	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20May%202025%2006:17:17%20GMT	https://social.jynarque.com/core/misc/icons/787878/twistie-down.svg	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/core/misc/icons/787878/twistie-down.svg	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_PRpLCpZQr4zTfafBQvuU6Ai1fdWr3UHToA3uiawHjkM.ekBpaVdPARye08qKtyPK65C9a0mohj15LHj0dts1Et0.css?t5hzhw)
11:33:10	217/217	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2007%20May%202025%2005:45:15%20GMT	https://social.jynarque.com/core/misc/icons/787878/twistie-up.svg	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/core/misc/icons/787878/twistie-up.svg	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_PRpLCpZQr4zTfafBQvuU6Ai1fdWr3UHToA3uiawHjkM.ekBpaVdPARye08qKtyPK65C9a0mohj15LHj0dts1Et0.css?t5hzhw)
11:33:10	620/620	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Sep%202025%2012:27:49%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/Instagram_Icon_32x32_Blue.png	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/Instagram_Icon_32x32_Blue.png	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_W-tRQxkiLWNaGszIErOYtN92dK7r-tOzwC0vQvcuOlM.UcONwAA7VGD7_R08C55GlyG5dFs4J8vOlBc13tI6aRY.css?t5hzhw)
11:33:11	606/606	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Sep%202025%2012:27:49%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/Instagram_Icon_32x32_White.png	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/Instagram_Icon_32x32_White.png	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_W-tRQxkiLWNaGszIErOYtN92dK7r-tOzwC0vQvcuOlM.UcONwAA7VGD7_R08C55GlyG5dFs4J8vOlBc13tI6aRY.css?t5hzhw)
11:33:11	2028/2028	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Sep%202025%2008:54:30%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/twitter.png	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/twitter.png	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_W-tRQxkiLWNaGszIErOYtN92dK7r-tOzwC0vQvcuOlM.UcONwAA7VGD7_R08C55GlyG5dFs4J8vOlBc13tI6aRY.css?t5hzhw)
11:33:11	1619/1619	---M--	200	added ('OK')	image/png	date:Tue,%2030%20Sep%202025%2008:54:30%20GMT	https://social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/twitter-white.png	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/social.jynarque.com/sites/g/files/qhldwo12071/themes/site/themes/custom/jynhcc_social/assets/build/img/twitter-white.png	(from https://social.jynarque.com/sites/g/files/qhldwo12071/files/css/optimized/css_W-tRQxkiLWNaGszIErOYtN92dK7r-tOzwC0vQvcuOlM.UcONwAA7VGD7_R08C55GlyG5dFs4J8vOlBc13tI6aRY.css?t5hzhw)
11:33:13	10/10	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Nov%202025%2006:03:13%20GMT	http://assets.adobedtm.com/signals/iwl.js	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/assets.adobedtm.com/signals/iwl.3a.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
11:33:13	10/10	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2019%20Nov%202025%2006:03:13%20GMT	http://assets.adobedtm.com/signals/iwl.js?pixel_id=	C:/Users/BJ569LU/Downloads/Sites/social.jynarquesite/assets.adobedtm.com/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
